date_of_death,new_deaths,cumulative_deaths,data_as_of,data_loaded_at
09/01/2021 12:00:00 AM,2,618,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
09/02/2021 12:00:00 AM,0,618,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
09/03/2021 12:00:00 AM,1,619,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
09/04/2021 12:00:00 AM,3,622,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
09/05/2021 12:00:00 AM,2,624,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
09/06/2021 12:00:00 AM,1,625,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
09/07/2021 12:00:00 AM,3,628,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
09/08/2021 12:00:00 AM,2,630,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
09/09/2021 12:00:00 AM,3,633,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
09/10/2021 12:00:00 AM,2,635,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
09/11/2021 12:00:00 AM,3,638,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
09/12/2021 12:00:00 AM,2,640,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
09/13/2021 12:00:00 AM,0,640,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
09/14/2021 12:00:00 AM,1,641,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
09/15/2021 12:00:00 AM,1,642,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
09/16/2021 12:00:00 AM,0,642,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
09/17/2021 12:00:00 AM,0,642,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
09/18/2021 12:00:00 AM,1,643,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
09/19/2021 12:00:00 AM,2,645,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
09/20/2021 12:00:00 AM,1,646,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
09/21/2021 12:00:00 AM,0,646,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
09/22/2021 12:00:00 AM,0,646,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
09/23/2021 12:00:00 AM,2,648,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
09/24/2021 12:00:00 AM,1,649,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
09/25/2021 12:00:00 AM,2,651,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
09/26/2021 12:00:00 AM,0,651,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
09/27/2021 12:00:00 AM,3,654,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
09/28/2021 12:00:00 AM,0,654,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
09/29/2021 12:00:00 AM,1,655,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
09/30/2021 12:00:00 AM,0,655,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
10/01/2021 12:00:00 AM,0,655,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
10/02/2021 12:00:00 AM,1,656,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
10/03/2021 12:00:00 AM,1,657,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
10/04/2021 12:00:00 AM,1,658,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
10/05/2021 12:00:00 AM,0,658,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
10/06/2021 12:00:00 AM,0,658,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
10/07/2021 12:00:00 AM,2,660,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
10/08/2021 12:00:00 AM,0,660,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
10/09/2021 12:00:00 AM,1,661,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
10/10/2021 12:00:00 AM,2,663,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
10/11/2021 12:00:00 AM,0,663,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
10/12/2021 12:00:00 AM,1,664,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
10/13/2021 12:00:00 AM,0,664,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
10/14/2021 12:00:00 AM,0,664,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
10/15/2021 12:00:00 AM,1,665,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
10/16/2021 12:00:00 AM,1,666,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
10/17/2021 12:00:00 AM,3,669,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
10/18/2021 12:00:00 AM,1,670,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
10/19/2021 12:00:00 AM,1,671,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
10/20/2021 12:00:00 AM,1,672,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
10/21/2021 12:00:00 AM,1,673,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
10/22/2021 12:00:00 AM,0,673,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
10/23/2021 12:00:00 AM,0,673,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
10/24/2021 12:00:00 AM,0,673,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
10/25/2021 12:00:00 AM,1,674,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
10/26/2021 12:00:00 AM,0,674,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
10/27/2021 12:00:00 AM,0,674,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
10/28/2021 12:00:00 AM,0,674,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
10/29/2021 12:00:00 AM,0,674,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
10/30/2021 12:00:00 AM,0,674,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
10/31/2021 12:00:00 AM,0,674,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
11/01/2021 12:00:00 AM,0,674,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
11/02/2021 12:00:00 AM,0,674,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
11/03/2021 12:00:00 AM,0,674,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
11/04/2021 12:00:00 AM,1,675,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
11/05/2021 12:00:00 AM,0,675,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
11/06/2021 12:00:00 AM,0,675,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
11/07/2021 12:00:00 AM,1,676,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
11/08/2021 12:00:00 AM,0,676,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
11/09/2021 12:00:00 AM,0,676,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
11/10/2021 12:00:00 AM,0,676,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
11/11/2021 12:00:00 AM,0,676,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
11/12/2021 12:00:00 AM,1,677,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
11/13/2021 12:00:00 AM,0,677,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
11/14/2021 12:00:00 AM,0,677,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
11/15/2021 12:00:00 AM,2,679,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
11/16/2021 12:00:00 AM,0,679,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
11/17/2021 12:00:00 AM,0,679,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
11/18/2021 12:00:00 AM,2,681,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
11/19/2021 12:00:00 AM,0,681,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
11/20/2021 12:00:00 AM,0,681,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
11/21/2021 12:00:00 AM,1,682,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
11/22/2021 12:00:00 AM,0,682,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
11/23/2021 12:00:00 AM,0,682,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
11/24/2021 12:00:00 AM,0,682,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
11/25/2021 12:00:00 AM,0,682,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
11/26/2021 12:00:00 AM,0,682,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
11/27/2021 12:00:00 AM,0,682,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
11/28/2021 12:00:00 AM,0,682,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
11/29/2021 12:00:00 AM,0,682,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
11/30/2021 12:00:00 AM,0,682,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
12/01/2021 12:00:00 AM,1,683,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
12/02/2021 12:00:00 AM,0,683,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
12/03/2021 12:00:00 AM,2,685,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
12/04/2021 12:00:00 AM,0,685,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
12/05/2021 12:00:00 AM,0,685,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
12/06/2021 12:00:00 AM,0,685,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
12/07/2021 12:00:00 AM,2,687,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
12/08/2021 12:00:00 AM,0,687,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
12/09/2021 12:00:00 AM,0,687,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
12/10/2021 12:00:00 AM,0,687,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
12/11/2021 12:00:00 AM,0,687,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
12/12/2021 12:00:00 AM,1,688,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
12/13/2021 12:00:00 AM,1,689,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
12/14/2021 12:00:00 AM,0,689,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
12/15/2021 12:00:00 AM,0,689,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
12/16/2021 12:00:00 AM,0,689,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
12/17/2021 12:00:00 AM,0,689,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
12/18/2021 12:00:00 AM,1,690,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
12/19/2021 12:00:00 AM,1,691,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
12/20/2021 12:00:00 AM,1,692,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
12/21/2021 12:00:00 AM,0,692,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
12/22/2021 12:00:00 AM,0,692,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
12/23/2021 12:00:00 AM,0,692,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
12/24/2021 12:00:00 AM,0,692,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
12/25/2021 12:00:00 AM,0,692,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
12/26/2021 12:00:00 AM,1,693,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
12/27/2021 12:00:00 AM,1,694,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
12/28/2021 12:00:00 AM,1,695,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
12/29/2021 12:00:00 AM,0,695,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
12/30/2021 12:00:00 AM,0,695,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
12/31/2021 12:00:00 AM,0,695,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
01/01/2022 12:00:00 AM,3,698,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
01/02/2022 12:00:00 AM,0,698,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
01/03/2022 12:00:00 AM,1,699,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
01/04/2022 12:00:00 AM,1,700,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
01/05/2022 12:00:00 AM,2,702,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
01/06/2022 12:00:00 AM,2,704,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
01/07/2022 12:00:00 AM,1,705,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
01/08/2022 12:00:00 AM,2,707,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
01/09/2022 12:00:00 AM,3,710,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
01/10/2022 12:00:00 AM,1,711,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
01/11/2022 12:00:00 AM,3,714,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
01/12/2022 12:00:00 AM,1,715,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
01/13/2022 12:00:00 AM,3,718,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
01/14/2022 12:00:00 AM,2,720,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
01/15/2022 12:00:00 AM,0,720,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
01/16/2022 12:00:00 AM,4,724,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
01/17/2022 12:00:00 AM,1,725,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
01/18/2022 12:00:00 AM,2,727,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
01/19/2022 12:00:00 AM,1,728,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
01/20/2022 12:00:00 AM,2,730,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
01/21/2022 12:00:00 AM,5,735,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
01/22/2022 12:00:00 AM,2,737,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
01/23/2022 12:00:00 AM,3,740,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
01/24/2022 12:00:00 AM,5,745,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
01/25/2022 12:00:00 AM,2,747,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
01/26/2022 12:00:00 AM,4,751,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
01/27/2022 12:00:00 AM,1,752,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
01/28/2022 12:00:00 AM,2,754,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
01/29/2022 12:00:00 AM,4,758,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
01/30/2022 12:00:00 AM,6,764,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
01/31/2022 12:00:00 AM,5,769,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
02/01/2022 12:00:00 AM,3,772,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
02/02/2022 12:00:00 AM,0,772,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
02/03/2022 12:00:00 AM,5,777,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
02/04/2022 12:00:00 AM,9,786,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
02/05/2022 12:00:00 AM,4,790,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
02/06/2022 12:00:00 AM,0,790,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
02/07/2022 12:00:00 AM,3,793,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
02/08/2022 12:00:00 AM,3,796,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
02/09/2022 12:00:00 AM,4,800,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
02/10/2022 12:00:00 AM,3,803,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
02/11/2022 12:00:00 AM,6,809,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
02/12/2022 12:00:00 AM,4,813,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
02/13/2022 12:00:00 AM,4,817,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
02/14/2022 12:00:00 AM,1,818,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
02/15/2022 12:00:00 AM,2,820,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
02/16/2022 12:00:00 AM,0,820,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
02/17/2022 12:00:00 AM,3,823,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
02/18/2022 12:00:00 AM,1,824,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
02/19/2022 12:00:00 AM,0,824,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
02/20/2022 12:00:00 AM,4,828,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
02/21/2022 12:00:00 AM,1,829,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
02/22/2022 12:00:00 AM,2,831,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
02/23/2022 12:00:00 AM,3,834,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
02/24/2022 12:00:00 AM,3,837,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
02/25/2022 12:00:00 AM,2,839,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
02/26/2022 12:00:00 AM,2,841,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
02/27/2022 12:00:00 AM,1,842,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
02/28/2022 12:00:00 AM,3,845,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
03/01/2022 12:00:00 AM,1,846,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
03/02/2022 12:00:00 AM,0,846,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
03/03/2022 12:00:00 AM,3,849,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
03/04/2022 12:00:00 AM,1,850,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
03/05/2022 12:00:00 AM,0,850,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
03/06/2022 12:00:00 AM,0,850,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
03/07/2022 12:00:00 AM,0,850,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
03/08/2022 12:00:00 AM,2,852,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
03/09/2022 12:00:00 AM,1,853,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
03/10/2022 12:00:00 AM,0,853,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
03/11/2022 12:00:00 AM,1,854,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
03/12/2022 12:00:00 AM,2,856,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
03/13/2022 12:00:00 AM,0,856,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
03/14/2022 12:00:00 AM,1,857,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
03/15/2022 12:00:00 AM,1,858,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
03/16/2022 12:00:00 AM,0,858,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
03/17/2022 12:00:00 AM,1,859,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
03/18/2022 12:00:00 AM,0,859,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
03/19/2022 12:00:00 AM,0,859,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
03/20/2022 12:00:00 AM,0,859,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
03/21/2022 12:00:00 AM,1,860,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
03/22/2022 12:00:00 AM,1,861,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
03/23/2022 12:00:00 AM,0,861,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
03/24/2022 12:00:00 AM,0,861,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
03/25/2022 12:00:00 AM,0,861,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
03/26/2022 12:00:00 AM,0,861,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
03/27/2022 12:00:00 AM,0,861,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
03/28/2022 12:00:00 AM,4,865,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
03/29/2022 12:00:00 AM,0,865,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
03/30/2022 12:00:00 AM,0,865,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
03/31/2022 12:00:00 AM,0,865,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
04/01/2022 12:00:00 AM,0,865,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
04/02/2022 12:00:00 AM,0,865,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
04/03/2022 12:00:00 AM,1,866,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
04/04/2022 12:00:00 AM,0,866,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
04/05/2022 12:00:00 AM,4,870,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
04/06/2022 12:00:00 AM,2,872,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
04/07/2022 12:00:00 AM,0,872,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
04/08/2022 12:00:00 AM,0,872,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
04/09/2022 12:00:00 AM,0,872,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
04/10/2022 12:00:00 AM,0,872,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
04/11/2022 12:00:00 AM,0,872,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
04/12/2022 12:00:00 AM,0,872,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
04/13/2022 12:00:00 AM,2,874,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
04/14/2022 12:00:00 AM,0,874,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
04/15/2022 12:00:00 AM,0,874,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
04/16/2022 12:00:00 AM,0,874,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
04/17/2022 12:00:00 AM,0,874,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
04/18/2022 12:00:00 AM,0,874,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
04/19/2022 12:00:00 AM,0,874,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
04/20/2022 12:00:00 AM,0,874,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
04/21/2022 12:00:00 AM,1,875,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
04/22/2022 12:00:00 AM,0,875,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
04/23/2022 12:00:00 AM,0,875,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
04/24/2022 12:00:00 AM,0,875,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
04/25/2022 12:00:00 AM,0,875,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
04/26/2022 12:00:00 AM,0,875,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
04/27/2022 12:00:00 AM,0,875,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
04/28/2022 12:00:00 AM,0,875,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
04/29/2022 12:00:00 AM,0,875,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
04/30/2022 12:00:00 AM,1,876,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
05/01/2022 12:00:00 AM,0,876,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
05/02/2022 12:00:00 AM,2,878,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
05/03/2022 12:00:00 AM,0,878,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
05/04/2022 12:00:00 AM,1,879,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
05/05/2022 12:00:00 AM,1,880,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
05/06/2022 12:00:00 AM,2,882,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
05/07/2022 12:00:00 AM,0,882,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
05/08/2022 12:00:00 AM,2,884,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
05/09/2022 12:00:00 AM,0,884,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
05/10/2022 12:00:00 AM,1,885,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
05/11/2022 12:00:00 AM,0,885,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
05/12/2022 12:00:00 AM,1,886,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
05/13/2022 12:00:00 AM,1,887,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
05/14/2022 12:00:00 AM,0,887,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
05/15/2022 12:00:00 AM,2,889,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
05/16/2022 12:00:00 AM,0,889,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
05/17/2022 12:00:00 AM,0,889,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
05/18/2022 12:00:00 AM,0,889,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
05/19/2022 12:00:00 AM,1,890,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
05/20/2022 12:00:00 AM,1,891,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
05/21/2022 12:00:00 AM,2,893,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
05/22/2022 12:00:00 AM,2,895,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
05/23/2022 12:00:00 AM,0,895,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
05/24/2022 12:00:00 AM,3,898,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
05/25/2022 12:00:00 AM,0,898,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
05/26/2022 12:00:00 AM,2,900,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
