date_of_death,new_deaths,cumulative_deaths,data_as_of,data_loaded_at
12/07/2020 12:00:00 AM,1,178,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
12/08/2020 12:00:00 AM,0,178,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
12/09/2020 12:00:00 AM,2,180,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
12/10/2020 12:00:00 AM,1,181,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
12/11/2020 12:00:00 AM,4,185,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
12/12/2020 12:00:00 AM,1,186,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
12/13/2020 12:00:00 AM,2,188,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
12/14/2020 12:00:00 AM,1,189,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
12/15/2020 12:00:00 AM,3,192,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
12/16/2020 12:00:00 AM,3,195,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
12/17/2020 12:00:00 AM,4,199,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
12/18/2020 12:00:00 AM,3,202,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
12/19/2020 12:00:00 AM,2,204,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
12/20/2020 12:00:00 AM,2,206,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
12/21/2020 12:00:00 AM,1,207,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
12/22/2020 12:00:00 AM,5,212,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
12/23/2020 12:00:00 AM,3,215,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
12/24/2020 12:00:00 AM,8,223,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
12/25/2020 12:00:00 AM,7,230,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
12/26/2020 12:00:00 AM,3,233,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
12/27/2020 12:00:00 AM,4,237,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
12/28/2020 12:00:00 AM,5,242,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
12/29/2020 12:00:00 AM,6,248,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
12/30/2020 12:00:00 AM,6,254,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
12/31/2020 12:00:00 AM,7,261,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
01/01/2021 12:00:00 AM,4,265,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
01/02/2021 12:00:00 AM,9,274,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
01/03/2021 12:00:00 AM,4,278,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
01/04/2021 12:00:00 AM,3,281,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
01/05/2021 12:00:00 AM,2,283,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
01/06/2021 12:00:00 AM,6,289,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
01/07/2021 12:00:00 AM,8,297,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
01/08/2021 12:00:00 AM,7,304,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
01/09/2021 12:00:00 AM,4,308,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
01/10/2021 12:00:00 AM,5,313,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
01/11/2021 12:00:00 AM,6,319,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
01/12/2021 12:00:00 AM,7,326,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
01/13/2021 12:00:00 AM,8,334,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
01/14/2021 12:00:00 AM,9,343,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
01/15/2021 12:00:00 AM,5,348,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
01/16/2021 12:00:00 AM,10,358,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
01/17/2021 12:00:00 AM,2,360,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
01/18/2021 12:00:00 AM,2,362,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
01/19/2021 12:00:00 AM,6,368,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
01/20/2021 12:00:00 AM,5,373,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
01/21/2021 12:00:00 AM,8,381,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
01/22/2021 12:00:00 AM,9,390,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
01/23/2021 12:00:00 AM,3,393,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
01/24/2021 12:00:00 AM,3,396,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
01/25/2021 12:00:00 AM,3,399,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
01/26/2021 12:00:00 AM,2,401,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
01/27/2021 12:00:00 AM,2,403,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
01/28/2021 12:00:00 AM,7,410,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
01/29/2021 12:00:00 AM,5,415,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
01/30/2021 12:00:00 AM,2,417,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
01/31/2021 12:00:00 AM,9,426,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
02/01/2021 12:00:00 AM,3,429,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
02/02/2021 12:00:00 AM,4,433,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
02/03/2021 12:00:00 AM,3,436,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
02/04/2021 12:00:00 AM,8,444,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
02/05/2021 12:00:00 AM,8,452,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
02/06/2021 12:00:00 AM,5,457,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
02/07/2021 12:00:00 AM,2,459,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
02/08/2021 12:00:00 AM,4,463,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
02/09/2021 12:00:00 AM,6,469,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
02/10/2021 12:00:00 AM,9,478,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
02/11/2021 12:00:00 AM,1,479,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
02/12/2021 12:00:00 AM,7,486,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
02/13/2021 12:00:00 AM,4,490,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
02/14/2021 12:00:00 AM,1,491,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
02/15/2021 12:00:00 AM,6,497,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
02/16/2021 12:00:00 AM,5,502,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
02/17/2021 12:00:00 AM,0,502,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
02/18/2021 12:00:00 AM,5,507,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
02/19/2021 12:00:00 AM,1,508,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
02/20/2021 12:00:00 AM,2,510,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
02/21/2021 12:00:00 AM,0,510,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
02/22/2021 12:00:00 AM,5,515,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
02/23/2021 12:00:00 AM,3,518,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
02/24/2021 12:00:00 AM,3,521,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
02/25/2021 12:00:00 AM,0,521,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
02/26/2021 12:00:00 AM,1,522,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
02/27/2021 12:00:00 AM,1,523,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
02/28/2021 12:00:00 AM,1,524,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
03/01/2021 12:00:00 AM,0,524,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
03/02/2021 12:00:00 AM,0,524,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
03/03/2021 12:00:00 AM,2,526,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
03/04/2021 12:00:00 AM,2,528,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
03/05/2021 12:00:00 AM,0,528,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
03/06/2021 12:00:00 AM,2,530,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
03/07/2021 12:00:00 AM,0,530,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
03/08/2021 12:00:00 AM,0,530,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
03/09/2021 12:00:00 AM,1,531,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
03/10/2021 12:00:00 AM,1,532,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
03/11/2021 12:00:00 AM,1,533,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
03/12/2021 12:00:00 AM,0,533,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
03/13/2021 12:00:00 AM,0,533,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
03/14/2021 12:00:00 AM,1,534,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
03/15/2021 12:00:00 AM,0,534,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
03/16/2021 12:00:00 AM,0,534,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
03/17/2021 12:00:00 AM,0,534,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
03/18/2021 12:00:00 AM,1,535,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
03/19/2021 12:00:00 AM,0,535,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
03/20/2021 12:00:00 AM,1,536,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
03/21/2021 12:00:00 AM,2,538,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
03/22/2021 12:00:00 AM,1,539,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
03/23/2021 12:00:00 AM,0,539,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
03/24/2021 12:00:00 AM,3,542,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
03/25/2021 12:00:00 AM,1,543,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
03/26/2021 12:00:00 AM,1,544,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
03/27/2021 12:00:00 AM,3,547,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
03/28/2021 12:00:00 AM,0,547,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
03/29/2021 12:00:00 AM,0,547,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
03/30/2021 12:00:00 AM,0,547,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
03/31/2021 12:00:00 AM,0,547,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
04/01/2021 12:00:00 AM,0,547,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
04/02/2021 12:00:00 AM,1,548,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
04/03/2021 12:00:00 AM,0,548,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
04/04/2021 12:00:00 AM,0,548,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
04/05/2021 12:00:00 AM,0,548,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
04/06/2021 12:00:00 AM,0,548,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
04/07/2021 12:00:00 AM,1,549,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
04/08/2021 12:00:00 AM,0,549,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
04/09/2021 12:00:00 AM,1,550,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
04/10/2021 12:00:00 AM,1,551,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
04/11/2021 12:00:00 AM,0,551,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
04/12/2021 12:00:00 AM,0,551,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
04/13/2021 12:00:00 AM,0,551,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
04/14/2021 12:00:00 AM,0,551,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
04/15/2021 12:00:00 AM,1,552,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
04/16/2021 12:00:00 AM,0,552,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
04/17/2021 12:00:00 AM,0,552,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
04/18/2021 12:00:00 AM,0,552,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
04/19/2021 12:00:00 AM,1,553,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
04/20/2021 12:00:00 AM,0,553,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
04/21/2021 12:00:00 AM,0,553,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
04/22/2021 12:00:00 AM,0,553,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
04/23/2021 12:00:00 AM,1,554,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
04/24/2021 12:00:00 AM,0,554,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
04/25/2021 12:00:00 AM,1,555,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
04/26/2021 12:00:00 AM,1,556,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
04/27/2021 12:00:00 AM,2,558,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
04/28/2021 12:00:00 AM,0,558,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
04/29/2021 12:00:00 AM,1,559,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
04/30/2021 12:00:00 AM,0,559,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
05/01/2021 12:00:00 AM,0,559,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
05/02/2021 12:00:00 AM,0,559,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
05/03/2021 12:00:00 AM,0,559,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
05/04/2021 12:00:00 AM,0,559,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
05/05/2021 12:00:00 AM,0,559,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
05/06/2021 12:00:00 AM,2,561,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
05/07/2021 12:00:00 AM,1,562,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
05/08/2021 12:00:00 AM,0,562,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
05/09/2021 12:00:00 AM,0,562,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
05/10/2021 12:00:00 AM,0,562,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
05/11/2021 12:00:00 AM,0,562,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
05/12/2021 12:00:00 AM,1,563,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
05/13/2021 12:00:00 AM,0,563,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
05/14/2021 12:00:00 AM,0,563,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
05/15/2021 12:00:00 AM,0,563,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
05/16/2021 12:00:00 AM,0,563,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
05/17/2021 12:00:00 AM,0,563,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
05/18/2021 12:00:00 AM,0,563,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
05/19/2021 12:00:00 AM,0,563,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
05/20/2021 12:00:00 AM,0,563,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
05/21/2021 12:00:00 AM,0,563,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
05/22/2021 12:00:00 AM,0,563,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
05/23/2021 12:00:00 AM,1,564,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
05/24/2021 12:00:00 AM,0,564,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
05/25/2021 12:00:00 AM,0,564,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
05/26/2021 12:00:00 AM,0,564,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
05/27/2021 12:00:00 AM,0,564,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
05/28/2021 12:00:00 AM,0,564,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
05/29/2021 12:00:00 AM,0,564,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
05/30/2021 12:00:00 AM,0,564,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
05/31/2021 12:00:00 AM,0,564,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
06/01/2021 12:00:00 AM,0,564,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
06/02/2021 12:00:00 AM,0,564,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
06/03/2021 12:00:00 AM,0,564,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
06/04/2021 12:00:00 AM,3,567,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
06/05/2021 12:00:00 AM,0,567,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
06/06/2021 12:00:00 AM,0,567,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
06/07/2021 12:00:00 AM,0,567,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
06/08/2021 12:00:00 AM,1,568,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
06/09/2021 12:00:00 AM,0,568,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
06/10/2021 12:00:00 AM,0,568,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
06/11/2021 12:00:00 AM,1,569,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
06/12/2021 12:00:00 AM,0,569,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
06/13/2021 12:00:00 AM,0,569,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
06/14/2021 12:00:00 AM,0,569,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
06/15/2021 12:00:00 AM,0,569,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
06/16/2021 12:00:00 AM,0,569,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
06/17/2021 12:00:00 AM,0,569,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
06/18/2021 12:00:00 AM,0,569,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
06/19/2021 12:00:00 AM,0,569,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
06/20/2021 12:00:00 AM,0,569,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
06/21/2021 12:00:00 AM,0,569,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
06/22/2021 12:00:00 AM,0,569,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
06/23/2021 12:00:00 AM,0,569,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
06/24/2021 12:00:00 AM,0,569,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
06/25/2021 12:00:00 AM,0,569,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
06/26/2021 12:00:00 AM,0,569,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
06/27/2021 12:00:00 AM,0,569,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
06/28/2021 12:00:00 AM,0,569,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
06/29/2021 12:00:00 AM,0,569,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
06/30/2021 12:00:00 AM,0,569,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
07/01/2021 12:00:00 AM,0,569,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
07/02/2021 12:00:00 AM,1,570,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
07/03/2021 12:00:00 AM,0,570,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
07/04/2021 12:00:00 AM,0,570,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
07/05/2021 12:00:00 AM,0,570,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
07/06/2021 12:00:00 AM,0,570,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
07/07/2021 12:00:00 AM,0,570,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
07/08/2021 12:00:00 AM,0,570,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
07/09/2021 12:00:00 AM,0,570,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
07/10/2021 12:00:00 AM,1,571,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
07/11/2021 12:00:00 AM,0,571,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
07/12/2021 12:00:00 AM,0,571,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
07/13/2021 12:00:00 AM,1,572,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
07/14/2021 12:00:00 AM,0,572,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
07/15/2021 12:00:00 AM,0,572,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
07/16/2021 12:00:00 AM,2,574,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
07/17/2021 12:00:00 AM,0,574,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
07/18/2021 12:00:00 AM,0,574,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
07/19/2021 12:00:00 AM,2,576,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
07/20/2021 12:00:00 AM,0,576,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
07/21/2021 12:00:00 AM,0,576,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
07/22/2021 12:00:00 AM,1,577,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
07/23/2021 12:00:00 AM,0,577,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
07/24/2021 12:00:00 AM,0,577,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
07/25/2021 12:00:00 AM,0,577,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
07/26/2021 12:00:00 AM,1,578,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
07/27/2021 12:00:00 AM,0,578,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
07/28/2021 12:00:00 AM,0,578,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
07/29/2021 12:00:00 AM,0,578,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
07/30/2021 12:00:00 AM,3,581,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
07/31/2021 12:00:00 AM,0,581,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
08/01/2021 12:00:00 AM,0,581,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
08/02/2021 12:00:00 AM,0,581,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
08/03/2021 12:00:00 AM,2,583,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
08/04/2021 12:00:00 AM,1,584,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
08/05/2021 12:00:00 AM,1,585,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
08/06/2021 12:00:00 AM,0,585,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
08/07/2021 12:00:00 AM,1,586,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
08/08/2021 12:00:00 AM,0,586,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
08/09/2021 12:00:00 AM,1,587,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
08/10/2021 12:00:00 AM,1,588,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
08/11/2021 12:00:00 AM,0,588,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
08/12/2021 12:00:00 AM,1,589,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
08/13/2021 12:00:00 AM,2,591,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
08/14/2021 12:00:00 AM,3,594,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
08/15/2021 12:00:00 AM,2,596,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
08/16/2021 12:00:00 AM,4,600,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
08/17/2021 12:00:00 AM,0,600,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
08/18/2021 12:00:00 AM,0,600,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
08/19/2021 12:00:00 AM,2,602,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
08/20/2021 12:00:00 AM,0,602,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
08/21/2021 12:00:00 AM,1,603,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
08/22/2021 12:00:00 AM,2,605,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
08/23/2021 12:00:00 AM,1,606,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
08/24/2021 12:00:00 AM,4,610,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
08/25/2021 12:00:00 AM,1,611,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
08/26/2021 12:00:00 AM,0,611,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
08/27/2021 12:00:00 AM,1,612,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
08/28/2021 12:00:00 AM,0,612,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
08/29/2021 12:00:00 AM,3,615,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
08/30/2021 12:00:00 AM,1,616,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
08/31/2021 12:00:00 AM,0,616,11/26/2024 12:00:00 AM,12/05/2024 05:33:19 AM
